"0 OR interval time in ms","0或间隔时间，以毫秒为单位"
"About FancyBox (1.3.4)","关于FancyBox(1.3.4)"
"About LightboxClone (0.5)","关于灯箱克隆(0.5)"
"About PiroBox (1.2.2)","关于PiroBox(1.2.2)"
"About PiroBox Extended (1.0)","关于PiroBox扩展(1.0)"
"About prettyPhoto (3.1.3)","关于prettyPhoto(3.1.3)"
"Available themes for prettyPhoto",""
"allow_resize","允许缩放"
"animation speed","动画速度"
"animation_speed","动画速度"
"auto","自动"
"autoplay_slideshow","自动播放幻灯片"
"background opacity",""
"background overlay opacity, from 0 to 1.","背景覆盖物不透明度，从0到1。"
"bg_alpha","背景不透明度"
"black border corners + shadow","黑边框边角+阴影"
"Click <a href=""http://leandrovieira.com/projects/jquery/lightbox/"" target=""_blank"">here</a> for more details","点击<a href=""http://leandrovieira.com/projects/jquery/lightbox/"" target=""_blank"">这里</a>了解更多详情"
"Click <a href=""http://www.pirolab.it/pirobox"" target=""_blank"">here</a> for more details","点击<a href=""http://www.pirolab.it/pirobox"" target=""_blank"">这里</a>了解详情"
"Click here for more details: <a href=""http://www.no-margin-for-errors.com/projects/prettyphoto-jquery-lightbox-clone/"" target=""_blank"">Homepage</a> | <a href=""http://www.no-margin-for-errors.com/projects/prettyphoto-jquery-lightbox-clone/documentation/"" target=""_blank"">Documentation</a>","点击这里了解详情：<a href=""http://www.no-margin-for-errors.com/projects/prettyphoto-jquery-lightbox-clone/"" target=""_blank"">主页</a> | <a href=""http://www.no-margin-for-errors.com/projects/prettyphoto-jquery-lightbox-clone/documentation/"" target=""_blank"">文档</a>"
"Color of the overlay","覆盖物颜色"
"Currently it's further development is carried under the name of <strong>PiroBox Extended</strong>.","当前它的未来开发是以<strong>PiroBox扩展</strong>名义进行的。"
"containerBorderSize","容器边框大小"
"containerResizeSpeed","容器缩放速度"
"counter_separator_label","计数器分割符"
"Default: Head.<br/>Note that jQuery.noConflict() is included implicitly","默认：Head<br/>注意：隐含地包含了jQuery.noConflict()"
"Disable Zoom Bar","禁用缩放工具"
"default_height","默认高度"
"default_width","默认宽度"
"double border corners black/white","黑/白双边框边角"
"double border corners white/black","白/黑双边框边角"
"Easing used for elastic animations","用于弹性动画延缓"
"Enabled","启用"
"elastic","伸缩"
"FancyBox is a tool for displaying images, html content and multi-media in a Mac-style ""lightbox"" that floats overtop of web page.","FancyBox是一种以飘浮在网页上的Mac格式的“灯箱”显示图像，html内容和多媒体的工具。"
"For more details visit the links: <a href=""http://fancybox.net/home"" target=""_blank"">Homepage</a> | <a href=""http://fancybox.net/api"" target=""_blank"">Configuration Options</a>","要获取详情请访问：<a href=""http://fancybox.net/home"" target=""_blank"">主页</a> | <a href=""http://fancybox.net/api"" target=""_blank"">配置选项</a>"
"fade","褪色"
"fast","快"
"General Settings","常规设置"
"Google CDN (Version 1.7.1)","谷歌CDN（V1.7.1）"
"Hides all the flash object on a page, set to TRUE if flash appears over prettyPhoto","隐藏页面上的所有flash对象，如果flash显示在prettyPhoto之上设置为“是”"
"hideflash","隐藏flash"
"horizontal_padding","水平padding"
"If ""Yes"" option is selected, then it will include the lightbox files (js + css) so that it can be used outside of product description page also. For example: CMS Pages/Static Blocks, 3rd party modules like Image Gallery etc.<br/><strong>Note:</strong> Make sure to check that Lightbox files are included in Head in order to make it work globally.","如果选择了“是”选项，那么将全局地包含灯箱文件（js + css），在产品描述页面之外的地方也可以使用。例如：CMS页面/静态块，类似图像画廊的第三方模块等等。<br/><strong>注意：</strong>要使灯箱文件全局可用，确信检查灯箱头文件包含在Head。"
"If set to false, will hide the social tool (twitter/facebook) from lightbox","如果设置为“否”，将从灯箱隐藏社交工具(twitter/facebook)"
"If set to true, a gallery will overlay the fullscreen image on mouse over","如果设置为“是”，鼠标悬停时，画廊将覆盖全屏图像"
"If set to true, only the close button will close the window","如果设置为“是”，仅有关闭按钮才能关闭窗口"
"If true, FancyBox is scaled to fit in viewport","如果为“是”，FancyBox进行缩放以适应viewport"
"Include Lightbox initialization code in","包含灯箱初始化代码的位置"
"Include jQuery file","包含jQuery文件"
"Include jQuery file from","jQuery文件位置"
"Include jQuery file in","包含jQuery文件的位置"
"Include Lightbox files globally","全局地包含灯箱文件"
"Include Lightbox files in","包含灯箱文件的位置"
"Include Main Image In ""More Views"" Lightbox Gallery","在“更多视图”灯箱画廊里包含主图片"
"inside","里面"
"JS File Settings","JS文件设置"
"jQuery lightBox plugin is simple, elegant, unobtrusive, no need extra markup and is used to overlay images on the current page through the power and flexibility of jQuery's selector.","jQuery灯箱插件是简单的，大方的， 不显眼的，无需额外的标记，利用jQuery选择器的强大和灵活用于覆盖当前页面的图像。"
"Lightbox Clone","灯箱克隆"
"Lightbox initialization code for global usage","全局使用时的灯箱初始化代码"
"Lightbox Type","灯箱类型"
"Local (Version 1.7.1)","本地（V1.7.1)"
"Main Image Size","主图片大小"
"Media Display Settings","媒体显示设置"
"More Views Label","更多视图标签"
"my_speed","速度"
"no","否"
"none","无"
"normal","正常"
"Opacity of the overlay (from 0 to 1; default - 0.3)","覆盖物不透明度（0-1，默认为0.3）"
"opacity","不透明度"
"outside","外面"
"over","上面"
"overlayBgColor","覆盖物背景颜色"
"overlayOpacity","覆盖物不透明度"
"PiroBox Extended","PiroBox扩展"
"PiroBox Extended is advanced form of PiroBox (1.2.2) which has the ability to open any type of file, from inLine content to swf files, likewise, from simple images to pdf files.","PiroBox扩展是PiroBox(1.2.2)的高级形式，它能打开任何类型的文件，从内嵌的内容到swf文件；同样，从简单图像到pdf文件。"
"PiroBox is yet another cool jQuery LightBox plugin.","PiroBox也是一种比较酷的jQuery灯箱插件。"
"Popup Image Size","弹出图片大小"
"piro_speed","速度"
"pirobox always positioned at the center of the page","pirobox总是位于页面中心"
"prettyPhoto is a jQuery lightbox clone. Not only does it support images, it also support for videos, flash, YouTube, iframes and ajax. It's a full blown media lightbox.","prettyPhoto是jQuery灯箱克隆。它不仅支持图像，也支持视频、flash、YouTube、iframes和ajax。它是一个完全成熟的媒体灯箱。"
"Resize the photos bigger than viewport. true/false","允许相片放大到比viewport更大。"
"Select Pirobox speed, from 500 to 1000 (700 recommended)","选择Pirobox速度，从500到1000（建议700）"
"Set the overflow CSS property to create or hide scrollbars.","设置overflow CSS属性创建或隐藏滚动条。"
"Size in [Width]x[Height] Format. Default: 265x265","大小格式为：宽x高。默认大小为：265x265"
"Size in [Width]x[Height] Format. Default: 57x57","大小格式为：宽x高。默认大小为：57x57"
"Size in [Width]x[Height] Format. Example: 800x600<br/><strong>Note:</strong> If left empty Popup Image will take the full size.","大小格式为：宽x高。默认大小为：800x600<br/><strong>注意：</strong>如果左边为空，弹出图片将充满整个大小。"
"Space between FancyBox wrapper and content.","FancyBox封装器和内容之间的空间。"
"Space between viewport and FancyBox wrapper.","viewport和FancyBox封装器之间的空间。"
"Speed of resizing when changing gallery items, in milliseconds","改变画廊项目时调整大小的速度，以毫秒为单位"
"Speed of the content fading while changing gallery items","改变画廊项目时内容褪色的速度"
"Speed of the fade and elastic transitions, in milliseconds","褪色和弹性切换的速度，以毫秒为单位"
"Style 1","样式1"
"Style 2","样式2"
"shadow","阴影"
"show_title","显示标题"
"slideShow","幻灯片显示"
"slideshow","幻灯片显示时间"
"slideshow duration in seconds(3 to 6 Recommended)","幻灯片显示时间，以秒为单位（建议3到6秒）"
"slideSpeed","幻灯片速度"
"slow","慢"
"style","样式"
"Text ""Image"" used in the image caption.","用在图像标题中的“Image”的文本。"
"Text ""of"" used in the image caption.","用在图像标题中的“of”的文本。"
"The duration of resize effect in the container image box. 400 is default.","容纳图像框的缩放效果时间。"
"The padding on each side of the picture","图片每边的内边距"
"The padding CSS information used in the container image box. 10 is default.","用于容纳图像框的内边距的CSS信息。"
"The position of title. Can be set to 'outside', 'inside' or 'over'","标题位置"
"The separator for the gallery counter 1 "of" 2","画廊计数器分割符"
"The transition type. Can be set to 'elastic', 'fade' or 'none'","切换类型"
"This field becomes handy when you are using lightbox files globally. You can initialize any no of any type of lightbox  here, <strong>For Example:</strong><br/>&nbsp;&nbsp;jQuery(""a[rel=iframeFancybox]"").fancybox({<br/>&nbsp;&nbsp;&nbsp;&nbsp;'type'    : 'iframe',<br/>&nbsp;&nbsp;&nbsp;&nbsp;'width'    : 800,<br/>&nbsp;&nbsp;&nbsp;&nbsp;'height'   : 600<br/>});<br/>and can simply call from your custom pages, cms pages, static blocks etc easily.<br/><strong>Note</strong> You don't need to wrap the code within &lt;script&gt; tag & document ready code: jQuery(document).ready(function(){}).","当全局使用灯箱文件时，本域变得非常便利。可以在这里无任何灯箱类型地初始化，<strong>例如：</strong><br/>&nbsp;&nbsp;jQuery(""a[rel=iframeFancybox]"").fancybox({<br/>&nbsp;&nbsp;&nbsp;&nbsp;'type'    : 'iframe',<br/>&nbsp;&nbsp;&nbsp;&nbsp;'width'    : 800,<br/>&nbsp;&nbsp;&nbsp;&nbsp;'height'   : 600<br/>});<br/>并且可以从自定义页面，CMS页面，静态块等简单容易地调用。<br/><strong>注意：</strong>无需在&lt;script&gt;标签和文档就绪代码jQuery(document).ready(function(){});里封装该代码。"
"This will hide the default Zoom bar and will give main image the lightbox effect.","这将隐藏默认缩放工具，并使主图片有灯箱效果。"
"Thumbnail Size","缩略图大小"
"Toggle close button","切换关闭按钮"
"Toggle if clicking the content should close FancyBox","点击内容是否关闭FancyBox"
"Toggle if clicking the overlay should close FancyBox","点击覆盖物是否关闭FancyBox"
"Toggle if pressing Esc button closes FancyBox","按Esc键时是否关闭FancyBox"
"Toggle navigation arrows","切换导航箭头"
"Toggle overlay","切换覆盖物"
"Toggle title","切换标题"
"txtImage","“Image”文本"
"txtOf","“Of”文本"
"theme","主题"
"true == slideshow on, false == slideshow off",""
"Used to define the overlay background color. #000 (black) is default.","用于定义覆盖物背景颜色。默认为#000（黑）。"
"Used to define the overlay opacity. 0.8 is default.","用于定义覆盖物不透明度。"
"Value between 0 and 1","0到1"
"When true, 'overlayShow' is set to 'true' and 'hideOnOverlayClick', 'hideOnContentClick', 'enableEscapeButton', 'showCloseButton' are set to 'false'.","为“是”时，'overlayShow'设置为'是'，'hideOnOverlayClick'、'hideOnContentClick'、'enableEscapeButton'、'showCloseButton'设置为'否'。"
"When true, FancyBox is centered while scrolling page.","为“是”时，滚动页面时FancyBox居中。"
"When true, galleries will be cyclic, allowing you to keep pressing next/back.","为“是”时，画廊将循环，允许你一直按 下一个/上一个。"
"When true, transparency of content is changed for elastic transitions.","为“是”时，内容透明度为弹性转换而改变。"
"white border corners + shadow","白边框边角+阴影"
"You can customize the settings of selected Lightbox Type from the below tabs.","您可以在下面所选灯箱类型的选项卡中自定义设置。"
"You can disable the jQuery inclusion if it's already included.<br/>Default: Yes","如果已包含jQuery文件，那么你可以禁用本选项。<br/>默认：是"
"You can use Google CDN if your site goes live as this will decrease the load time for jQuery. If you are using Google CDN option in localhost, make sure to check the internet connection else you will get some javascript error.<br/>Default: Local (Version 1.7.1)","如果你的站点是在线的，那么你可以使用谷歌CDN以减少加载jQuery的时间。如果你在本机使用谷歌CDN选项，确信检查英特网连接，否则会出现一些javascript错误。<br/>默认：本地（V1.7.1)"
"yes","是"